Seed	Scenario	LostPackets	totalTx	totalRx	PDR (%)	HopCount	Delay (ms)	PhyRxDrop	PhyTxDrop100	grid	2746	7734	4822	62.35	3.76	28.47	216988	0
200	grid	2748	7749	4834	62.38	3.76	24.21	211706	0
300	grid	2689	7770	4925	63.38	3.93	29.35	218274	0
400	grid	2705	7773	4908	63.14	3.83	23.78	216922	0
500	grid	2692	7796	4962	63.65	3.89	35.74	219363	0
600	grid	2720	7744	4864	62.81	3.79	29.70	211659	0
700	grid	2719	7773	4897	63.00	3.65	21.92	212647	0
800	grid	2716	7739	4866	62.88	3.82	28.81	214976	0
900	grid	2718	7776	4892	62.91	3.88	32.43	213735	0
1000	grid	2691	7768	4916	63.29	3.93	31.91	217547	0
